WindSpeed9am,Humidity9am,Pressure9am,Temp9am
17,67,1013.4,28.7
13,60,1012.3,29.9
9,58,1012,29.5
11,63,1011.2,29.9
7,67,1010.6,28.6
15,69,1010.5,29.6
11,66,1011.3,29.4
13,61,1011.1,30.7
4,72,1010.5,29.9
13,96,1012.1,23.4
6,60,1011.1,29.9
11,67,1010.9,29.8
13,61,1011.5,30.3
9,65,1012.5,30.4
9,71,1011.2,29.2
9,88,1010.3,26
13,76,1010.6,29.8
9,70,1010.2,30.7
11,66,1011.3,29.6
13,66,1010.4,30.2
13,72,1009.9,29.5
20,62,1011.1,28.6
17,63,1012.1,29.8
7,72,1012.1,29.4
7,76,1011.3,28.3
13,79,1011.3,28.1
9,70,1011.4,30.1
9,68,1012,29.7
11,64,1011.8,30.6
20,72,1010.7,30.1
9,68,1010.4,27.8
13,73,1010.5,30
11,62,1011.3,30.4
13,64,1010.2,31
19,68,1010.4,31
15,80,1012.3,28.3
13,68,1011.6,30.9
9,67,1012.2,30.7
9,57,1012.3,31.4
6,65,1010.3,31.4
13,69,1011,29.9
9,84,1010.8,27.3
17,71,1010.7,30.1
13,68,1007.7,30.9
13,84,1008.9,24.9
7,88,1008.1,28.2
7,70,1005.8,30
9,82,1006.1,28.3
11,82,1007.1,27.9
19,82,1006.4,28.2
20,80,1006.8,26.9
2,77,1005.3,29.3
26,68,1005.8,30.4
15,70,1005.9,30.3
13,83,1007.4,26.8
17,92,1005.9,26.1
15,82,1007.1,28.7
13,82,1008.8,29.5
20,75,1008,30.2
15,80,1004,27.1
35,73,1005,29.7
17,98,1005.3,24.8
15,87,1006,27.6
30,73,1008.4,29.6
30,74,1008.2,30.3
26,77,1006.6,30.1
20,77,1007.6,30.5
20,81,1006.8,30.2
22,78,1006.6,30.8
28,78,1007,31.3
15,77,1007.2,27.7
15,70,1008.2,26.7
7,76,1010.3,29.1
7,80,1010.6,29.9
20,69,1009,30
13,82,1009,29.1
33,90,1006.1,26
24,90,1006,27.3
22,80,1007.5,28.9
17,73,1008,30.1
17,76,1008.9,29.3
17,87,1008.6,27.8
17,83,1008.3,28.8
13,81,1007,29.4
15,83,1006.8,27.9
15,85,1007.8,28
19,77,1007.9,30.2
6,81,1008.5,27.4
17,72,1011.7,30.4
13,85,1012.2,27.6
17,82,1011.1,29.6
13,76,1009.9,29.5
13,71,1011.3,29.7
13,80,1012,29.1
7,74,1010.5,30.8
0,77,1010.4,30.3
9,77,1011.1,29.7
11,86,1010.3,25.9
20,79,1009.2,26.8
20,84,1007.1,26.2
11,89,1006.5,26.2
13,89,1005.9,26.6
7,94,1005.8,26.8
13,94,1005.9,26.6
19,80,1007,29.3
15,85,1010.1,28.5
13,95,1011.1,24.2
15,77,1010.5,27.6
24,75,1010.1,26.5
28,72,1010.3,29
20,71,1009.9,29
20,70,1009,28.3
17,66,1009.8,29
13,70,1011,28.8
11,72,1009,28.9
17,50,1008.9,27.7
19,42,1010.8,27.7
6,47,1012.1,28.9
11,64,1011,28.3
9,63,1009.2,29.2
13,67,1010.4,29.9
7,75,1010.8,29.8
17,75,1011.4,27.9
20,66,1012.1,29.2
7,70,1012.3,29.7
11,72,1012.4,30.3
9,76,1011.6,29.3
9,81,1012.1,29.4
15,72,1013.9,29.4
19,62,1013.4,29
19,51,1013.8,26.4
24,54,1013.3,27.4
13,71,1013.7,28.4
7,86,1014.4,25.8
9,54,1013.6,28.6
13,66,1011.9,28.6
9,62,1010.5,30
17,63,1011.7,29.4
22,67,1013.2,28.7
20,62,1012.9,28.5
28,66,1011.2,29
17,64,1010.8,28.9
20,58,1011.6,26.8
19,65,1012.8,27.9
11,84,1012.4,26.1
26,66,1012.3,28.1
22,72,1012.1,28.4
15,74,1012.8,28.1
24,56,1010.5,26.5
22,70,1010.8,27.2
19,80,1011.6,28.1
17,71,1012.7,27.6
19,70,1012.9,28.2
26,74,1012.4,28.1
22,78,1011.8,27.1
17,77,1012.7,28.1
20,76,1012,29
13,75,1012.9,27.6
24,74,1013,25.7
28,42,1015.3,20.9
22,67,1014.3,21.1
26,73,1013,22.9
24,66,1013.5,25.4
28,77,1013.3,26.9
24,67,1014,25.3
30,65,1012.8,26.3
24,68,1013,26.2
22,64,1012.4,26.7
19,55,1012.4,25.7
28,48,1013.5,24.4
24,62,1012.7,25.2
26,67,1012.5,26.1
28,61,1012.6,26.8
24,54,1012.6,26.2
20,58,1011.9,24.8
17,69,1011,25.5
20,70,1011.2,27.1
9,75,1010.5,26.9
15,65,1010,26.3
17,56,1010.7,25.2
30,37,1013,23.9
20,39,1012.2,21.2
15,43,1011.2,21.1
24,55,1011.6,23.9
20,60,1012.4,24
19,55,1013.2,25.7
17,30,1014.5,23
24,36,1014.4,24.1
33,36,1015.1,24.6
26,52,1015.3,24.2
24,45,1015.3,25.1
13,72,1014.4,25.7
9,74,1013.2,26.2
15,71,1013.4,26.2
17,74,1015,23.3
35,33,1017,23.8
26,30,1016.2,22.2
20,37,1017.5,18.4
19,59,1015.7,21
15,54,1013.8,23
17,62,1012.8,23.4
13,72,1013.9,25.5
24,45,1013.8,26.8
22,57,1014.2,26.1
30,53,1013.8,27.1
33,59,1013.3,25.1
22,49,1013.7,25.1
30,61,1013.6,25.7
15,69,1014,25.2
31,60,1014,24.6
24,58,1014.8,24.4
26,56,1014.1,24.3
13,68,1013.6,24.7
11,58,1013.6,24.8
17,73,1013.1,24.9
9,85,1012.7,25.3
13,63,1012.4,24.7
22,49,1014.9,25.3
28,29,1017.3,24.1
33,17,1017.5,21.2
24,24,1016.7,20.8
19,30,1015.9,20.1
11,41,1015.5,23.3
11,52,1014.6,23.1
13,68,1014.7,24.4
11,59,1013.1,24.1
20,46,1014.1,24.1
11,46,1013.7,23.9
13,57,1015.5,23.7
17,62,1016.1,22.6
17,26,1016.8,22
22,26,1016.5,23.8
11,45,1016.1,23.7
17,65,1015.6,24.5
11,65,1015.7,24
9,65,1014.5,24.6
11,65,1014.2,23.5
13,63,1014.8,24.1
15,75,1014.1,23.3
11,72,1014.5,25.5
7,73,1014.3,25.9
6,69,1015.2,26.5
9,76,1014.9,26.2
15,75,1013.9,26
11,63,1014.8,26.5
13,65,1014.4,26.2
11,65,1013.3,26.8
13,68,1013.1,26.7
2,72,1014,27.2
9,87,1015.4,23.4
20,44,1016.7,24.9
13,52,1016.9,24.4
17,67,1016.4,25.7
20,58,1016.3,26.8
17,68,1016.1,26.6
15,67,1015.9,26.9
9,70,1015.9,27.2
13,61,1015.3,28.1
13,71,1016,27.7
17,61,1016.6,26.9
22,45,1016.5,26.4
31,40,1015.9,25.4
28,47,1015.7,25.6
31,43,1016.5,25.3
28,39,1015.6,25.5
26,48,1016,26.7
19,64,1015.2,27.2
13,65,1013.7,27
7,58,1014,28
11,65,1015.4,27.8
6,66,1014.5,28
9,71,1012.6,27.5
15,69,1013.1,28.2
15,71,1011.8,27.9
15,71,1011.6,28.4
11,71,1010.5,28.9
9,67,1010.8,29.2
11,70,1011.5,29.2
9,78,1012.1,28.3
13,74,1012.5,28.2
11,59,1012.4,30
11,26,1012.9,31.4
22,64,1014.3,29
11,49,1013.6,29.6
13,62,1012.7,29
11,73,1011.9,28.6
13,62,1012.3,29.6
13,66,1012.4,28.4
13,62,1014.3,28.8
7,68,1013.9,28.7
11,71,1014.3,29.1
17,65,1013.1,28.8
11,64,1012.1,29.8
15,64,1012.2,28.9
9,68,1011.8,29.2
15,65,1012.2,29.9
13,74,1012.8,29.9
9,69,1012.3,30.7
15,66,1012.2,28.9
9,64,1011.8,29.5
11,66,1011,30
9,71,1013.2,29.3
11,70,1014.6,29.3
17,70,1014.2,28.4
13,74,1013.6,29.6
9,71,1013.1,29.1
7,67,1012.7,30
9,71,1012.3,29.6
4,63,1011.9,29.6
11,62,1011.1,30.7
13,66,1011.3,30
13,72,1011.4,29.5
15,65,1013.3,30
15,61,1013.9,29.9
13,68,1014.1,30.3
11,75,1013.6,27.7
15,64,1013.3,29.8
17,76,1013.8,28
15,69,1013.2,29.8
9,59,1011.9,31.1
9,64,1012.5,30.5
11,64,1012.4,30.2
11,64,1012.2,30.7
15,85,1011.4,25.2
13,68,1012.1,29.3
13,62,1010.9,30.3
9,64,1010.7,30.6
9,64,1010.8,29.9
15,64,1010.3,30.4
13,67,1008.5,30
9,74,1008.2,28.9
4,66,1009.1,29.1
19,70,1010.3,28.2
13,89,1011.3,25.9
7,70,1008.8,30.4
13,70,1008,31.2
15,70,1007.4,30.9
15,94,1008.9,24.2
6,79,1008.7,28.7
2,81,1007.9,28.4
6,72,1008.1,29.9
11,74,1007.2,30.3
17,90,1007.9,24.8
6,86,1006.8,26.2
20,72,1006.2,29.5
24,67,1007.2,30
20,70,1007.8,30
13,81,1008.3,26.5
13,71,1008.5,29.6
9,80,1009.6,29
7,80,1010.6,28.8
9,76,1010.5,29.2
7,69,1008.7,30.8
13,82,1008.3,28.6
15,73,1008.4,28
15,68,1010,30.3
15,74,1010.3,30
9,68,1009.9,30.9
17,69,1008.3,30.7
11,72,1008.4,30.3
9,70,1008.6,30.5
19,74,1009.4,28.6
9,73,1009.2,30.1
11,74,1008.4,28
11,81,1008.6,28.7
15,68,1008.2,28.5
6,91,1009.1,27.3
17,72,1009.9,28.1
13,75,1009.9,29.6
13,74,1008.9,30.6
15,89,1009.1,26.7
11,90,1008.4,26.9
15,84,1008.1,27.6
11,91,1008.6,26.4
17,91,1009.2,26.4
13,90,1008.8,26.8
9,87,1009.2,28.3
15,80,1010.1,26.3
7,80,1010.2,29.7
15,75,1009.8,30.3
6,80,1009.2,28.9
13,74,1010.1,30.4
19,69,1009.6,31.2
22,73,1008.9,30.1
9,63,1008.3,29.5
13,67,1008.3,28.3
17,75,1007.6,31.2
17,73,1006.4,31
15,76,1006.7,30.9
17,82,1008.1,28.3
13,84,1009.6,27.2
19,77,1006.6,27.6
17,86,1003,26.4
20,96,998.8,24.8
37,85,1000.2,27.9
44,89,1006,25.8
24,87,1005.4,26.6
28,94,1006,25.5
15,89,1005.6,27
15,79,1006.2,29.5
13,81,1006.5,29
13,81,1007,27.2
7,91,1007.4,25.1
9,86,1006.2,28
15,76,1006.8,29.2
17,75,1007.6,29.2
7,83,1005.7,26.7
11,82,1005.7,26.5
11,96,1004.4,24.9
28,91,1005.3,25.7
13,93,1003.8,25.4
37,87,1002.2,27.1
15,91,1005.7,26.8
39,79,1003.6,28.1
31,82,1003.5,28.1
28,82,1005,28.3
30,84,1004.8,28.2
33,79,1003.2,29
24,87,1004.3,27.9
20,85,1006.7,28.2
15,82,1007.4,28.5
15,84,1006.7,28.5
9,85,1008,27.1
0,84,1009.3,27.1
9,74,1008,28.8
15,76,1008,28.7
24,79,1008.9,28.8
24,76,1008,29.4
9,91,1006.7,25.3
15,93,1008.1,24.2
20,80,1009.2,28.4
7,77,1010.4,27.8
19,84,1009.4,28.2
13,76,1009,28.8
20,71,1010,29.1
17,72,1010.3,29
22,71,1010.1,29.5
17,78,1009.8,27.8
17,76,1010.1,28.6
22,68,1009.8,28.9
13,71,1009.9,28.5
11,78,1009.6,28.7
11,78,1010.5,28.6
17,84,1010,27.7
9,81,1009.3,27.1
9,83,1011.2,27.4
7,81,1010.3,27.5
13,80,1010.3,28.8
9,82,1010.9,28.5
9,81,1010.9,28.8
11,79,1009.9,28.5
11,70,1010.6,28.7
13,75,1011.8,29.8
7,86,1011.5,27.9
0,89,1011.4,26.9
7,78,1012,29.3
26,66,1011,27.4
17,76,1011.7,28.6
6,76,1010.6,29
15,70,1009.9,30.3
13,77,1009.4,30.6
15,79,1010.5,29
9,79,1010.3,29.5
9,65,1010.6,29.2
6,76,1011.3,29.8
9,38,1011.7,28.6
11,62,1011.9,27.6
13,58,1012.6,28.5
4,78,1012.6,29.5
15,73,1012.2,27.4
13,85,1010.9,28.3
7,77,1009.7,29.7
6,68,1011.2,30
11,80,1011.3,29.3
4,72,1011.4,30.3
7,71,1011.2,29.7
15,81,1010.6,28.4
9,90,1009.9,27.3
7,90,1010.6,25.4
6,84,1010.8,28.1
9,78,1009.3,28.4
19,75,1008.1,27
13,79,1009,29.1
13,79,1009.4,28.4
11,80,1011.2,26.9
7,80,1011.4,28.2
11,61,1010.7,27.9
13,77,1011.4,27.8
17,75,1011.3,26.9
19,72,1010.6,26.8
15,74,1010.6,27
19,67,1011.3,28.2
17,67,1009.6,27.9
15,75,1009.4,28.1
15,81,1009.4,27.7
15,73,1009.9,28.4
13,81,1010.2,27.6
15,91,1012,26.1
24,78,1011.3,28.1
17,79,1012.2,28.8
11,80,1013.5,28.4
11,80,1013.4,28.9
11,76,1012.4,29.1
22,88,1012.8,25.7
31,63,1014.6,26
30,63,1015.4,24.9
20,51,1013.6,24.6
15,63,1013.1,25.9
17,65,1012.5,26.7
9,78,1013.3,25.3
11,79,1013.3,27.2
17,76,1014.3,27.8
19,68,1013.5,27.4
22,53,1012.3,27.5
15,71,1012.7,26.7
15,75,1013,25.9
24,71,1013,27.6
24,67,1012.8,28.1
24,75,1013.9,26.3
26,63,1013.9,26.3
15,69,1012.7,26.3
19,65,1013,26.9
19,73,1014.1,27.4
20,64,1014.7,26.8
13,75,1014.7,26.1
13,63,1014.9,28.3
26,77,1014.3,27.6
20,68,1013.6,25.9
20,71,1013.6,26.5
17,83,1012.2,26.2
13,70,1013,27.5
20,75,1012.1,27.2
17,65,1012.1,27
24,48,1012.4,27
24,62,1013.1,26
24,48,1011.9,26.6
26,46,1011.1,26.2
39,50,1011.3,27.3
31,40,1012.9,24.1
28,38,1013.4,22.5
24,42,1012.1,22.5
19,45,1011.4,22.4
15,53,1010.5,22.3
11,64,1011.9,24
15,64,1013.1,23.4
31,35,1015.4,22.1
31,31,1016.9,19.9
22,43,1016.2,19.5
24,58,1015.6,22.6
15,65,1014.4,24.4
20,67,1015.2,25.7
22,65,1016,25.5
20,64,1017.3,24.7
20,42,1016.9,23.3
19,34,1016.3,22.6
20,38,1018.1,20.1
20,43,1017.9,21
17,58,1016.2,22.8
11,77,1014.7,23.6
17,68,1015.4,22.3
24,26,1017.9,20.4
24,30,1018.9,19
17,41,1017.6,20.2
15,51,1015.3,20.5
22,62,1015.1,23.1
13,72,1015.9,24.1
17,61,1015.9,22.2
15,42,1014.8,21.4
6,62,1013.7,24.2
15,68,1013.7,22.3
13,81,1014.5,22.5
22,62,1015.6,22.9
28,68,1016.2,22.5
19,74,1014.3,22.9
22,69,1014.9,24.3
17,79,1014,24.3
15,80,1015.6,24.6
22,64,1015.6,24.3
31,35,1016.1,25.1
28,22,1016.8,23.2
17,50,1016.9,23.3
15,73,1016.5,23.7
17,73,1016.9,22.9
15,77,1015.8,22.6
20,72,1015.4,22.7
13,78,1016.9,23.9
15,78,1017.6,24.7
13,73,1017.5,24.6
11,67,1016.8,25.9
15,70,1016.7,25.5
13,73,1016.4,24.8
11,76,1015.8,25.9
9,78,1015.2,25.5
17,75,1015.6,25.8
30,43,1017.4,25
26,30,1018.5,23.5
30,11,1019.2,21.6
26,13,1017.3,21.5
9,48,1017,24.4
19,53,1016.7,26.5
22,57,1017.3,24.8
15,69,1017,23.7
13,67,1016.4,24
13,73,1016.2,23.7
26,32,1016.9,22.8
26,20,1018.6,21
30,16,1018.3,21.5
30,14,1016.4,21.3
22,17,1016.5,20.9
20,21,1017.6,22.4
22,33,1017.5,20.7
24,34,1016.3,21.8
22,30,1015.7,22.3
19,33,1017.1,22.1
9,62,1016.7,20.4
9,48,1015.7,23.8
17,66,1016,23.6
17,29,1015.9,25.2
13,48,1015,24.3
17,47,1015.4,24.5
7,56,1015.8,24.2
6,66,1015.7,25.2
13,68,1015.1,25.3
9,65,1015.6,25.4
6,63,1015.5,26.2
15,79,1016.7,23.2
7,55,1014.1,26.5
6,56,1014.8,26
15,70,1015.2,25.1
9,69,1016.4,25.6
9,74,1017.2,25.8
13,72,1016,26.5
7,59,1015.4,27.4
9,67,1015.2,27.1
9,69,1015.4,27
15,78,1015.8,26.7
9,64,1014.1,27.3
4,63,1014.1,27.4
9,64,1013.9,28.1
9,68,1014.6,27.1
9,54,1016.6,28
9,57,1015.8,27.9
7,70,1015.3,27.7
11,69,1015.2,27.4
7,70,1015.7,27.3
17,69,1014.7,27.8
7,70,1015,27.9
17,65,1014.8,28.1
9,67,1014.4,28.4
19,73,1015.2,28
13,66,1014.8,29
13,50,1013.6,29.5
17,58,1014.6,28.7
13,60,1014.6,28.4
4,62,1014.1,28.6
9,69,1013.2,28.8
9,65,1013.3,27.8
11,56,1014,28.8
7,62,1013.8,28.8
9,63,1012.9,28.7
11,58,1012.3,29.6
4,60,1013.3,30.1
9,52,1012.8,30.8
15,69,1013.4,28.9
6,62,1012.9,29.2
19,62,1014.6,28.9
9,69,1014.6,29
11,81,1014.7,25.1
9,64,1014.6,29.7
11,61,1014.2,29.6
11,47,1014.2,29.4
22,62,1014.2,29.4
13,70,1014.8,29
19,58,1015.7,29.4
7,61,1014.8,29.2
19,60,1014.6,29
11,56,1014.5,29.5
13,61,1015.7,28.9
7,47,1014.9,29.9
9,61,1013.1,29
6,64,1012.2,29
11,59,1012.8,29
15,71,1011.6,28.5
13,52,1011.4,29.4
9,64,1012.4,29.4
11,61,1013.1,29.2
20,58,1013.1,30.3
13,69,1013.5,29.8
11,85,1014,25.2
20,71,1014.1,27.3
15,71,1012.8,29.7
9,63,1013.9,29.9
11,59,1013.5,30.8
11,56,1012.7,30.6
15,66,1011.5,30.2
13,60,1011.5,30.4
20,64,1011.4,29.6
13,60,1012.2,30
9,67,1012.9,29.9
7,71,1012.4,29.5
11,63,1011.3,29.9
7,57,1012.3,30.1
13,70,1013.7,30.1
13,65,1012.1,30.9
9,62,1011.9,31
9,66,1012,30.4
17,59,1011.8,31
9,61,1011,30.1
9,69,1009.4,29.6
15,78,1009.1,28
11,63,1009.9,30.6
13,96,1010.7,25
13,67,1009.5,30.3
13,69,1008.3,30.3
13,69,1008.5,30.6
13,67,1008.4,30.5
11,76,1010.2,29.1
13,61,1010.4,30.8
9,76,1009.6,29.8
9,60,1008.7,31.5
13,74,1007.4,29.7
15,71,1008.8,31.1
9,66,1009.8,30.9
19,72,1010.1,30.5
20,75,1010.8,28.9
15,67,1011,29.8
20,66,1010.7,31.2
20,71,1009.9,31
17,69,1009.6,31.4
15,65,1008.9,32.2
19,70,1007.9,31.3
15,73,1009.4,31.2
13,70,1010.7,31.3
17,85,1010.2,26.7
19,77,1009.9,29.8
6,79,1009.5,27.7
11,79,1010.1,28.8
13,91,1009.5,26.5
13,76,1008.2,29.9
22,64,1006.5,31.6
15,77,1007,28.6
11,79,1008.3,29.1
11,77,1008.1,29.1
13,93,1008.3,25.5
15,83,1008,27.8
2,98,1008.3,23.8
15,91,1007.5,26.9
20,86,1006.9,27.9
9,93,1006,26.2
24,80,1006,28.8
20,86,1005.3,28.6
39,84,1005,26.3
22,83,1005.8,29.1
28,84,1004.5,27.7
31,79,1004.3,29.2
28,74,1006.8,29.6
28,73,1007.9,29.7
24,76,1007.6,30.2
13,79,1007.8,29.3
15,83,1007.2,26.3
9,93,1008.7,23.9
2,89,1008.6,25.8
20,76,1010.5,29
9,75,1011.4,29.5
11,76,1012.8,29.2
22,74,1011.7,29.6
26,77,1007.8,30
39,88,1007.1,25.2
11,83,1007.5,29.3
17,91,1010.2,27.4
20,83,1009.2,29
15,85,1008.1,28.8
7,78,1006,28.3
13,78,1007,28.4
13,68,1008.7,28.8
11,84,1009,26
24,73,1009.1,29.6
13,81,1009.3,29.7
17,83,1009.6,29.7
11,77,1010.1,29.8
15,80,1009.6,29.5
15,71,1010.9,30.1
13,87,1012.4,27.9
13,71,1012.3,29.8
13,86,1011,27.2
24,80,1009.6,27.5
0,83,1010.2,27.4
11,65,1010,28.5
13,79,1009.1,28.6
9,80,1009.1,29.1
9,80,1009.5,26.3
7,86,1010,28.2
20,76,1007.7,30.1
19,80,1006.3,30
15,83,1005.7,30.6
4,92,1005.4,24.1
22,74,1005.8,27.8
26,76,1008.9,29.5
15,94,1011.4,26.1
6,84,1011,28.3
6,92,1010.8,28.1
9,82,1009.1,28.8
9,83,1007.9,29.1
7,84,1007.5,26.9
15,80,1007.5,29.5
9,91,1006.6,28.5
19,88,1006.1,26.5
9,83,1008.3,28.9
6,83,1009,28.9
9,77,1007.8,29.3
6,81,1007.7,27.4
11,80,1010.3,29.7
19,73,1010.1,30.6
15,77,1009.7,30.1
22,73,1010.4,30.5
22,75,1010,30.5
22,77,1008.8,30.4
15,80,1009.8,30.2
15,77,1011.3,30
22,76,1011.3,30.3
9,77,1010.3,29.5
17,73,1010.2,30.2
2,77,1011.8,30.4
11,76,1013.1,29.4
13,75,1011.8,30
0,89,1011,27
0,80,1009.6,29.7
17,54,1010,28.6
13,82,1010,25.5
19,80,1011.8,28.6
11,96,1015.5,23.6
9,77,1012.9,28
11,75,1013.1,28.7
15,74,1013.1,28.9
13,73,1013.3,29
7,73,1012.4,29.9
2,75,1010.2,29.8
11,73,1009.7,29.9
11,73,1010.2,29.9
11,71,1010.3,29.9
11,74,1009.8,30.5
17,74,1009.9,30.5
19,86,1012,26.4
22,45,1012.2,26.8
13,58,1012.2,27.7
15,56,1011.8,28
9,71,1012.8,30
7,70,1012.7,30.4
15,93,1013,25.3
17,76,1014.2,28.6
24,64,1014.8,28.6
19,66,1013.2,28.7
17,75,1012.2,28.7
13,76,1012.4,29.1
28,66,1012.3,27.4
26,45,1012.3,26.9
22,50,1012,25.9
13,74,1011.4,27.5
13,69,1010.9,28.8
13,67,1010.9,28.3
22,41,1013,25.6
24,38,1014.3,24.8
17,42,1013.5,23.9
22,39,1014.6,25.4
19,46,1013.8,24.4
19,40,1014,25.2
20,42,1013.7,26.1
11,72,1014.1,25.1
6,69,1013.2,25.4
4,68,1012.2,26
9,71,1012.4,27.6
13,76,1014.8,27.8
22,36,1014.6,25.2
20,35,1013.8,24.3
9,44,1014.1,26.7
19,55,1015.3,26.5
19,58,1015.4,27.3
17,43,1015.9,24.4
28,38,1017.2,22.3
31,18,1018,20.2
22,26,1015.7,19.6
17,45,1014.9,23.5
20,66,1014.5,26.8
19,76,1015.1,27.6
11,68,1015.6,28.4
9,77,1016.2,28.1
11,78,1015.8,27.5
24,50,1016.7,24.5
20,41,1015.9,22.8
17,44,1016.9,25.6
20,58,1016.3,27.3
13,73,1014.6,27.6
15,72,1014.1,27
15,69,1014.6,26.6
15,65,1013.8,27
20,85,1013.2,24.9
22,75,1013.1,26.7
20,60,1014.4,27.7
20,56,1014.1,26.4
24,53,1014.8,25.5
24,36,1015.5,23.5
24,44,1014.9,25.6
20,50,1015,25.2
20,65,1013.9,25.6
26,65,1014.4,25.4
17,54,1014.2,24.9
20,54,1014.1,27.4
17,60,1013.6,25.2
15,65,1013.3,26.4
19,72,1013.7,26
17,79,1013.8,26.2
9,76,1013.1,27.5
9,74,1012.8,26.3
19,66,1013.3,25.7
26,45,1014.9,24.9
28,28,1015.8,22.3
20,30,1015.1,22.1
17,35,1015.5,22.1
11,65,1015.9,24
15,68,1016.4,25.9
20,49,1018.6,24.2
33,23,1019.2,21.6
13,38,1019.1,21.9
19,46,1019.3,23.7
11,55,1017.9,24.5
11,67,1017.7,24
11,66,1018.3,24.7
24,55,1017.6,25.8
19,52,1016.7,25.4
20,40,1015.8,23.1
19,48,1015.3,22.3
31,63,1013.9,24.5
28,64,1013.9,24.9
24,68,1014.2,24.3
24,59,1015,24.1
15,84,1016.8,23.9
11,77,1017.3,25.1
13,75,1017.8,24.4
22,41,1019,22
26,27,1017.6,18.4
19,31,1017.1,20.2
22,27,1017.5,20.3
22,33,1018,19.8
20,32,1018.1,19.1
15,32,1017.1,19.4
24,41,1017.1,22.1
17,43,1017.5,24.1
9,56,1018,23.4
7,71,1017.5,23.6
9,80,1017.7,23.4
11,71,1017.4,26.4
6,76,1017.5,25.9
15,72,1018.1,25.8
22,32,1018.4,23.8
24,44,1018.2,23.3
20,50,1016.8,25.5
19,46,1016.1,25
15,69,1016.1,25.1
17,69,1017.2,25.6
11,65,1016.9,26.1
17,76,1017.2,23.8
28,28,1016.5,21.6
20,23,1016.8,20.3
19,36,1016.7,23.7
24,38,1016.4,25.8
28,64,1015.9,24.1
26,65,1017,24.1
17,73,1018.1,24.3
20,74,1016.8,24.7
13,73,1017.3,25.2
19,70,1017.8,24.8
17,48,1018.9,24.6
11,64,1018.2,25.5
11,66,1017.6,22.8
13,65,1016.9,24.8
13,58,1017.1,24
22,61,1016.7,24.4
17,77,1016.7,24.3
15,77,1017.8,24.7
7,78,1016.9,25.3
9,75,1016.9,26.1
11,79,1016.9,26.2
13,75,1016.8,26.6
9,67,1016.2,26.1
15,67,1016.7,26.6
9,76,1016.9,26.7
13,73,1016.5,26.9
19,73,1015.6,27.7
7,75,1015.5,27.3
6,68,1016.4,27.4
6,65,1016.7,28
15,64,1017.3,27.5
13,70,1017.3,27.7
6,71,1017.3,27.4
15,62,1016.3,27.7
11,61,1016.7,26.8
20,61,1017.7,26.4
28,28,1019.1,26
9,65,1017.7,26.2
19,58,1017,27
19,61,1016.7,27.6
9,64,1016,27.8
13,65,1014.4,28.7
11,66,1015,28
9,67,1015.6,27.6
13,72,1016.6,27.4
13,58,1015.9,28.8
7,37,1014.9,29.7
15,51,1014.9,28.9
13,51,1015.2,28.3
9,68,1015.3,27.3
11,66,1014.5,28.3
11,78,1015.5,24.6
11,72,1015.6,26.9
9,59,1014.6,27.5
17,55,1014.9,28.3
20,65,1015.6,27.9
15,63,1017.1,28.7
11,70,1018.8,27.9
17,60,1019.1,27.7
24,48,1019,27.9
13,56,1018.7,28.5
19,62,1017.3,28.3
19,83,1016.9,24.1
15,71,1016.1,27.3
22,61,1016.5,28.4
22,57,1017.5,29.1
20,59,1017.2,28.4
13,62,1017.2,29
11,65,1017.4,28.8
2,62,1015.8,29.1
4,60,1015.9,28.6
13,65,1014.6,28
15,64,1014.4,28.9
13,60,1015.3,28.9
15,60,1016.2,28.9
20,61,1016.6,28.9
13,61,1015.8,28.7
15,55,1015.4,29
11,58,1015,29.6
11,64,1015.3,29.4
6,56,1014.8,30.6
11,55,1015.2,30
13,62,1015.1,29.6
17,64,1014.9,30.1
15,60,1015.7,30.1
13,60,1014.5,30.2
11,64,1014,30
13,72,1014.1,29.4
13,67,1013.2,29.3
11,68,1013.3,28.8
13,60,1013.2,30.5
17,71,1012.4,29
7,75,1012.4,28.8
17,62,1011.8,30.7
11,67,1012.9,30.1
11,58,1012.3,31
17,67,1011,31.6
13,61,1010.2,31.1
17,64,1010.4,31.5
17,59,1012.3,30.5
15,68,1012.5,30.3
17,67,1010.5,30.6
9,75,1010,26.5
13,59,1010.5,30.4
7,72,1011.6,30.2
6,75,1011.7,30.6
9,55,1012.8,31
9,71,1011.6,30.4
4,61,1011.4,31.2
11,60,1011,31
6,50,1010.7,31.8
19,64,1010.7,30.5
11,61,1010.1,31
13,65,1010.7,31.8
13,68,1011.1,31
9,82,1012.3,26.2
7,71,1011.4,31.1
9,64,1009.9,29.4
13,77,1009.5,30.1
15,62,1009.5,30.5
19,68,1012.7,29.3
6,69,1011.8,30.3
9,65,1012.2,31
17,69,1012.3,29.9
7,65,1012.4,31.3
13,75,1013.6,28.7
9,88,1012.7,26.2
2,69,1012.4,30.5
9,62,1011.9,30.9
11,73,1010.5,30.5
17,74,1010,28.8
17,75,1009.3,29.3
6,76,1008.4,30.3
11,76,1007.9,29.9
11,80,1006.7,29.1
11,83,1006.7,28.3
15,94,1008.1,25.5
17,78,1006.2,29.2
7,94,1008.2,26
4,85,1008.2,27.6
17,84,1005,27.4
37,99,1001.1,24.4
39,93,1002.3,25.7
31,70,1004.3,28.2
19,94,1006.9,24.2
28,79,1009.7,26.2
20,76,1008.8,29.1
24,73,1007.3,30
